what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1321550421416
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.100.v20110519,"org.eclipse.equinox.p2.artifact.repository",1321550421416
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1321550421416
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1321550421417
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1321550421417
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1321550421417
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1321550421417
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1321550421417
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1321550421418
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1321550421418
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1321550421418
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1321550421437
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1321550421437
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1321550421437
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.0.v20110511,"org.eclipse.equinox.p2.touchpoint.eclipse",1321550421437
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1321550421438
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1321550421438
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1321550421438
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1321550421438
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1321550421438
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1321550421438
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1321550421438
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1321550421439
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1321550421439
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1321550421439
started,bundle,org.eclipse.jgit,1.0.0.201106090707-r,"org.eclipse.jgit",1321550421439
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1321550421439
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1321550421439
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1321550421439
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1321550421439
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1321550421439
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1321550421440
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1321550421440
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1321550421524
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1321550421525
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1321550421525
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1321550421525
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1321550421525
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1321550421525
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1321550421525
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1321550421525
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1321550421525
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1321550421525
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1321550421525
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1321550421525
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1321550421525
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1321550421525
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1321550421533
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1321550421533
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1321550421533
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1321550421533
started,bundle,org.eclipse.ui.navigator,3.5.100.I20110524-0800,"org.eclipse.ui.navigator",1321550421533
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.resources",1321550421533
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1321550421533
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1321550421533
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1321550421533
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1321550421533
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1321550421533
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1321550421533
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1321550421533
os,sysinfo,,,"win32",1321550421538
arch,sysinfo,,,"x86",1321550421538
ws,sysinfo,,,"win32",1321550421538
locale,sysinfo,,,"sk_SK",1321550421538
processors,sysinfo,,,"2",1321550421538
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1321550421538
java.runtime.version,sysinfo,,,"1.6.0_29-b11",1321550421538
java.specification.name,sysinfo,,,"Java Platform API Specification",1321550421538
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321550421538
java.specification.version,sysinfo,,,"1.6",1321550421538
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1321550421538
java.version,sysinfo,,,"1.6.0_29",1321550421538
java.vm.info,sysinfo,,,"mixed mode",1321550421538
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1321550421538
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1321550421538
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1321550421538
java.vm.specification.version,sysinfo,,,"1.0",1321550421538
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1321550421538
java.vm.version,sysinfo,,,"20.4-b02",1321550421538
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321550423918
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321550423944
closed,view,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.internal.introview",1321550423972
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550431560
started,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.ui",1321550447839
started,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.core",1321550448327
started,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.gnu.ui",1321550448347
started,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201106081058,"org.eclipse.cdt.build.crossgcc",1321550448448
started,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.ui",1321550448524
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1321550471984
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1321550472179
started,bundle,org.eclipse.cdt.msw.build,1.0.0.201106081058,"org.eclipse.cdt.msw.build",1321550472205
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1321550474669
opened,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321550474710
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321550475099
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550475333
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.newWizard",1321550475349
started,bundle,org.eclipse.cdt.codan.ui,2.0.0.201106081058,"org.eclipse.cdt.codan.ui",1321550475615
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1321550475702
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1321550476511
started,bundle,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui",1321550483851
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201106081058,"org.eclipse.cdt.debug.core",1321550484013
started,bundle,org.eclipse.cdt.debug.ui,7.1.0.201106081058,"org.eclipse.cdt.debug.ui",1321550484052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550485125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550485281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550485307
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550486330
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1321550486333
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1321550489796
activated,editor,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui.editor.CEditor",1321550493147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550495331
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550495373
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550495385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550497181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550500626
started,bundle,org.eclipse.cdt.launch,7.0.0.201106081058,"org.eclipse.cdt.launch",1321550505144
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550512168
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550513636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550842377
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550845868
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550848252
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550848281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550848324
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550849277
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550880625
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1321550886361
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550896172
error,log,,,"A program file was not specified in the launch configuration.",1321550896204
error,log,,,"A program file was not specified in the launch configuration.",1321550896934
error,log,,,"A program file was not specified in the launch configuration.",1321550897466
error,log,,,"A program file was not specified in the launch configuration.",1321550897888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550904099
error,log,,,"A program file was not specified in the launch configuration.",1321550907496
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550907504
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550912682
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550916624
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550916689
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201106081058,"org.eclipse.cdt.debug.mi.ui",1321550916775
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.0.201106081058,"org.eclipse.cdt.debug.mi.core",1321550916805
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1321550916816
started,bundle,org.eclipse.cdt.dsf,2.2.0.201106081058,"org.eclipse.cdt.dsf",1321550917705
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.0.201106081058,"org.eclipse.cdt.dsf.gdb",1321550917705
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.gdb.ui",1321550917705
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550926660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550926721
executed,command,,,"org.eclipse.cdt.debug.ui.localCShortcut.run",1321550926725
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550929953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550959448
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550962153
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550963054
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550968060
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550972871
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.help.aboutAction",1321550972880
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1321550975210
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1321550975226
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.update",1321550975249
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1321550975613
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1321550975665
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1321550975728
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1321550975731
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321550975872
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1321551069149
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1321551069160
started,bundle,org.eclipse.equinox.p2.touchpoint.natives,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.touchpoint.natives",1321551069418
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551079062
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551079338
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551273689
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551275451
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551327138
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551333339
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551337576
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551338221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551358066
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110506,"org.eclipse.equinox.frameworkadmin.equinox",1321551361329
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551362195
error,log,,,"Exception saving preferences to: C:/PF/EclipseCDT2/p2/org.eclipse.equinox.p2.engine/profileRegistry/epp.package.cpp.profile/.data/.settings/org.eclipse.equinox.p2.artifact.repository.prefs.",1321551364419
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551372188
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1321551372329
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1321551372417
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.0.201106081058,"org.eclipse.cdt.build.crossgcc",1321551372680
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers",1321551372680
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201106081058,"org.eclipse.cdt.codan.checkers.ui",1321551372680
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201106081058,"org.eclipse.cdt.codan.ui.cxx",1321551372680
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201106081058,"org.eclipse.cdt.codan.core.cxx",1321551372680
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201106081058,"org.eclipse.cdt.launch.remote",1321551372680
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201106081058,"org.eclipse.cdt.debug.mi.ui",1321551372681
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.1.0.201106081058,"org.eclipse.cdt.debug.mi.core",1321551372681
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.100.201106081058,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1321551372681
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201106081058,"org.eclipse.cdt.debug.ui.memory.search",1321551372681
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.gdb.ui",1321551372734
stopped,bundle,org.eclipse.cdt.dsf.ui,2.2.0.201106081058,"org.eclipse.cdt.dsf.ui",1321551372734
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201106081058,"org.eclipse.cdt.gdb.ui",1321551372734
stopped,bundle,org.eclipse.cdt.dsf.gdb,4.0.0.201106081058,"org.eclipse.cdt.dsf.gdb",1321551372735
stopped,bundle,org.eclipse.cdt.launch,7.0.0.201106081058,"org.eclipse.cdt.launch",1321551372735
stopped,bundle,org.eclipse.cdt.debug.ui,7.1.0.201106081058,"org.eclipse.cdt.debug.ui",1321551372735
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201106081058,"org.eclipse.cdt.debug.ui.memory.traditional",1321551372735
stopped,bundle,org.eclipse.cdt.dsf,2.2.0.201106081058,"org.eclipse.cdt.dsf",1321551372735
stopped,bundle,org.eclipse.cdt.debug.core,7.1.0.201106081058,"org.eclipse.cdt.debug.core",1321551372735
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.ui,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.ui",1321551372735
stopped,bundle,org.eclipse.linuxtools.cdt.autotools.core,1.0.1.201106060936,"org.eclipse.linuxtools.cdt.autotools.core",1321551372735
stopped,bundle,org.eclipse.cdt.managedbuilder.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.ui",1321551372735
stopped,bundle,org.eclipse.cdt.make.ui,7.1.0.201106081058,"org.eclipse.cdt.make.ui",1321551372735
stopped,bundle,org.eclipse.cdt.managedbuilder.gnu.ui,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.gnu.ui",1321551372735
stopped,bundle,org.eclipse.cdt.msw.build,1.0.0.201106081058,"org.eclipse.cdt.msw.build",1321551372735
stopped,bundle,org.eclipse.cdt.managedbuilder.core,8.0.0.201106081058,"org.eclipse.cdt.managedbuilder.core",1321551372736
stopped,bundle,org.eclipse.cdt.make.core,7.1.0.201106081058,"org.eclipse.cdt.make.core",1321551372736
stopped,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1321551372739
stopped,bundle,org.eclipse.cdt.codan.ui,2.0.0.201106081058,"org.eclipse.cdt.codan.ui",1321551372739
stopped,bundle,org.eclipse.cdt.ui,5.3.0.201106081058,"org.eclipse.cdt.ui",1321551372745
stopped,bundle,org.eclipse.cdt.core,5.3.0.201106081058,"org.eclipse.cdt.core",1321551372746
stopped,bundle,org.eclipse.compare.win32,1.0.200.I20110510-0800,"org.eclipse.compare.win32",1321551372746
stopped,bundle,org.eclipse.egit.ui,1.0.0.201106090707-r,"org.eclipse.egit.ui",1321551372746
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1321551372747
stopped,bundle,org.eclipse.rse.importexport,1.2.200.v201105021534,"org.eclipse.rse.importexport",1321551372747
stopped,bundle,org.eclipse.rse.subsystems.shells.telnet,1.2.200.v201101042155,"org.eclipse.rse.subsystems.shells.telnet",1321551372747
stopped,bundle,org.eclipse.rse.shells.ui,3.0.300.v201103141607,"org.eclipse.rse.shells.ui",1321551372747
stopped,bundle,org.eclipse.rse.files.ui,3.2.0.v201105021534,"org.eclipse.rse.files.ui",1321551372747
stopped,bundle,org.eclipse.rse.processes.ui,3.0.300.v201101042155,"org.eclipse.rse.processes.ui",1321551372747
